,ticker,sector,sub-industry,returns,totalYears
2783,JWEL,Consumer Cyclical,Internet Retail,0.3333333333333333,3
2784,JWN,Consumer Cyclical,Department Stores,0.5681818181818182,44
2785,JWSM,Financial Services,Shell Companies,0.3333333333333333,3
2786,JXJT,Consumer Cyclical,Apparel Manufacturing,0.6363636363636364,11
2787,JXN,Financial Services,Insurance—Life,1.0,2
2788,JYD,Industrials,Integrated Freight & Logistics,0.0,1
2789,JYNT,Healthcare,Medical Care Facilities,0.6666666666666666,9
2790,JZXN,Consumer Cyclical,Auto & Truck Dealerships,1.0,2
2791,K,Consumer Defensive,Packaged Foods,0.43137254901960786,51
2792,KACL,Financial Services,Shell Companies,1.0,2
2793,KACLU,Financial Services,Shell Companies,1.0,2
2794,KAI,Industrials,Specialty Industrial Machinery,0.5806451612903226,31
2795,KALA,Healthcare,Biotechnology,1.0,6
2796,KALU,Basic Materials,Aluminum,0.5294117647058824,17
2797,KALV,Healthcare,Biotechnology,0.4444444444444444,9
2798,KAR,Consumer Cyclical,Auto & Truck Dealerships,0.35714285714285715,14
2799,KARO,Technology,Software—Application,0.6666666666666666,3
2800,KAVL,Consumer Defensive,Tobacco,0.6666666666666666,3
2801,KB,Financial Services,Banks—Regional,0.5454545454545454,22
2802,KBH,Consumer Cyclical,Residential Construction,0.6756756756756757,37
2803,KBR,Industrials,Engineering & Construction,0.5294117647058824,17
2804,KC,Technology,Software—Application,0.3333333333333333,3
2805,KD,Technology,Information Technology Services,1.0,2
2806,KDP,Consumer Defensive,Beverages—Non-Alcoholic,0.6,15
2807,KE,Industrials,Electrical Equipment & Parts,0.2222222222222222,9
2808,KELYA,Industrials,Staffing & Employment Services,0.6818181818181818,44
2809,KELYB,Industrials,Staffing & Employment Services,0.6923076923076923,39
2810,KEN,Utilities,Utilities—Independent Power Producers,0.7777777777777778,9
2811,KEP,Utilities,Utilities—Regulated Electric,0.6896551724137931,29
2812,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.4318181818181818,44
2813,KEX,Industrials,Marine Shipping,0.6818181818181818,44
2814,KEY,Financial Services,Banks—Regional,0.6111111111111112,36
2815,KF,Financial Services,Asset Management,0.717948717948718,39
2816,KFFB,Financial Services,Banks—Regional,0.631578947368421,19
2817,KFRC,Industrials,Staffing & Employment Services,0.4642857142857143,28
2818,KFS,Consumer Cyclical,Auto & Truck Dealerships,0.5,22
2819,KFY,Industrials,Staffing & Employment Services,0.64,25
2820,KGEI,Energy,Oil & Gas E&P,0.7857142857142857,14
2821,KGS,Energy,Oil & Gas Equipment & Services,,0
2822,KHC,Consumer Defensive,Packaged Foods,0.5,8
2823,KIDS,Healthcare,Medical Devices,0.6666666666666666,6
2824,KIM,Real Estate,REIT—Retail,0.625,32
2825,KIND,Communication Services,Internet Content & Information,1.0,2
2826,KIO,Financial Services,Asset Management,0.5,10
2827,KIRK,Consumer Cyclical,Home Improvement Retail,0.6190476190476191,21
2828,KITT,Industrials,Aerospace & Defense,0.5,2
2829,KKR,Financial Services,Asset Management,0.5384615384615384,13
2830,KKRS,,,0.6666666666666666,3
2831,KLAC,Technology,Semiconductor Equipment & Materials,0.627906976744186,43
2832,KLG,Consumer Defensive,Packaged Foods,,0
2833,KLIC,Technology,Semiconductor Equipment & Materials,0.7254901960784313,51
2834,KLTO,Healthcare,Biotechnology,0.5,2
2835,KLXE,Energy,Oil & Gas Equipment & Services,0.4,5
2836,KMB,Consumer Defensive,Household & Personal Products,0.5681818181818182,44
2837,KMDA,Healthcare,Drug Manufacturers—Specialty & Generic,0.6,10
2838,KMI,Energy,Oil & Gas Midstream,0.6153846153846154,13
2839,KMPB,,,1.0,2
2840,KMPR,Financial Services,Insurance—Property & Casualty,0.5294117647058824,34
2841,KMT,Industrials,Tools & Accessories,0.7647058823529411,51
2842,KMX,Consumer Cyclical,Auto & Truck Dealerships,0.5925925925925926,27
2843,KN,Technology,Electronic Components,0.5,10
2844,KNF,Basic Materials,Building Materials,,0
2845,KNOP,Industrials,Marine Shipping,0.36363636363636365,11
2846,KNSA,Healthcare,Drug Manufacturers—Specialty & Generic,0.6,5
2847,KNSL,Financial Services,Insurance—Property & Casualty,0.42857142857142855,7
2848,KNTK,Energy,Oil & Gas Midstream,0.4,5
2849,KNW,Technology,Scientific & Technical Instruments,0.5555555555555556,18
2850,KNX,Industrials,Trucking,0.6551724137931034,29
2851,KO,Consumer Defensive,Beverages—Non-Alcoholic,0.5967741935483871,62
2852,KOD,Healthcare,Biotechnology,0.2,5
2853,KOF,Consumer Defensive,Beverages—Non-Alcoholic,0.7,30
2854,KOP,Basic Materials,Specialty Chemicals,0.5555555555555556,18
2855,KOPN,Technology,Electronic Components,0.5,32
2856,KORE,Communication Services,Telecom Services,0.3333333333333333,3
2857,KOS,Energy,Oil & Gas E&P,0.75,12
2858,KOSS,Technology,Consumer Electronics,0.4318181818181818,44
2859,KPLT,Technology,Software—Infrastructure,0.75,4
2860,KPRX,Healthcare,Biotechnology,0.7777777777777778,9
2861,KPTI,Healthcare,Biotechnology,0.6,10
2862,KRC,Real Estate,REIT—Office,0.5925925925925926,27
2863,KREF,Real Estate,REIT—Mortgage,0.3333333333333333,6
2864,KRG,Real Estate,REIT—Retail,0.47368421052631576,19
2865,KRKR,Communication Services,Internet Content & Information,0.25,4
2866,KRMD,Healthcare,Medical Instruments & Supplies,0.5,30
2867,KRNT,Industrials,Specialty Industrial Machinery,0.6666666666666666,9
2868,KRNY,Financial Services,Banks—Regional,0.42105263157894735,19
2869,KRO,Basic Materials,Specialty Chemicals,0.7,20
2870,KROS,Healthcare,Biotechnology,0.5,4
2871,KRP,Energy,Oil & Gas E&P,0.2857142857142857,7
2872,KRRO,Healthcare,Biotechnology,0.25,4
2873,KRT,Consumer Cyclical,Packaging & Containers,0.3333333333333333,3
2874,KRUS,Consumer Cyclical,Restaurants,0.5,4
2875,KRYS,Healthcare,Biotechnology,0.3333333333333333,6
2876,KSCP,Industrials,Security & Protection Services,0.0,2
2877,KSM,Financial Services,Asset Management,0.5714285714285714,35
2878,KSPI,Technology,Software—Infrastructure,,0
2879,KT,Communication Services,Telecom Services,0.5416666666666666,24
2880,KTB,Consumer Cyclical,Apparel Manufacturing,0.75,4
2881,KTCC,Technology,Computer Hardware,0.5,40
2882,KTF,Financial Services,Asset Management,0.5714285714285714,35
2883,KTH,,,0.391304347826087,23
2884,KTN,,,0.55,20
2885,KTOS,Industrials,Aerospace & Defense,0.2916666666666667,24
2886,KTRA,Healthcare,Biotechnology,0.6363636363636364,11
2887,KTTA,Healthcare,Biotechnology,0.0,2
2888,KULR,Technology,Electronic Components,0.4,5
2889,KURA,Healthcare,Biotechnology,0.5,8
2890,KVAC,Financial Services,Shell Companies,,0
2891,KVACU,Financial Services,Shell Companies,,0
2892,KVHI,Technology,Communication Equipment,0.5714285714285714,28
2893,KVUE,Consumer Defensive,Household & Personal Products,,0
2894,KVYO,Technology,Software—Infrastructure,,0
2895,KW,Real Estate,Real Estate Services,0.625,16
2896,KWE,Industrials,Aerospace & Defense,0.3333333333333333,3
2897,KXIN,Consumer Cyclical,Auto & Truck Dealerships,0.3333333333333333,6
2898,KYMR,Healthcare,Biotechnology,0.6666666666666666,3
2899,KYN,Financial Services,Asset Management,0.6842105263157895,19
2900,KYTX,Healthcare,Biotechnology,,0
2901,KZIA,Healthcare,Biotechnology,0.6,25
2902,KZR,Healthcare,Biotechnology,0.8,5
2903,L,Financial Services,Insurance—Property & Casualty,0.5454545454545454,44
2904,LAAC,Basic Materials,Other Industrial Metals & Mining,0.6,15
2905,LAB,Healthcare,Medical Devices,0.6923076923076923,13
2906,LAD,Consumer Cyclical,Auto & Truck Dealerships,0.5925925925925926,27
2907,LADR,Real Estate,REIT—Mortgage,0.4,10
2908,LAES,Technology,Semiconductors,,0
2909,LAKE,Consumer Cyclical,Apparel Manufacturing,0.5675675675675675,37
2910,LAMR,Real Estate,REIT—Specialty,0.6296296296296297,27
2911,LANC,Consumer Defensive,Packaged Foods,0.5227272727272727,44
2912,LAND,Real Estate,REIT—Specialty,0.8181818181818182,11
2913,LANDM,Real Estate,REIT—Specialty,0.6666666666666666,3
2914,LANDO,Real Estate,REIT—Specialty,0.3333333333333333,3
2915,LANV,Consumer Cyclical,Luxury Goods,0.3333333333333333,3
2916,LARK,Financial Services,Banks—Regional,0.6333333333333333,30
2917,LASE,Industrials,Specialty Industrial Machinery,1.0,1
2918,LASR,Technology,Semiconductors,0.6666666666666666,6
2919,LATG,Financial Services,Shell Companies,0.5,2
2920,LATGU,Financial Services,Shell Companies,0.5,2
2921,LAUR,Consumer Defensive,Education & Training Services,0.14285714285714285,7
2922,LAW,Technology,Software—Application,1.0,2
2923,LAZ,Financial Services,Capital Markets,0.5555555555555556,18
2924,LBPH,Healthcare,Biotechnology,0.6666666666666666,3
2925,LBRDA,Communication Services,Telecom Services,0.4444444444444444,9
2926,LBRDK,Communication Services,Telecom Services,0.5555555555555556,9
2927,LBRDP,Communication Services,Telecom Services,0.6666666666666666,3
2928,LBRT,Energy,Oil & Gas Equipment & Services,0.3333333333333333,6
2929,LBTYA,Communication Services,Telecom Services,0.5789473684210527,19
2930,LBTYB,Communication Services,Telecom Services,0.5789473684210527,19
2931,LBTYK,Communication Services,Telecom Services,0.6666666666666666,18
2932,LCFY,Communication Services,Internet Content & Information,0.5,2
2933,LCID,Consumer Cyclical,Auto Manufacturers,0.3333333333333333,3
2934,LCII,Consumer Cyclical,Recreational Vehicles,0.5526315789473685,38
2935,LCNB,Financial Services,Banks—Regional,0.5833333333333334,24
2936,LCTX,Healthcare,Biotechnology,0.6875,32
2937,LCUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.53125,32
2938,LCW,Financial Services,Shell Companies,0.5,2
2939,LDI,Financial Services,Mortgage Finance,1.0,3
2940,LDOS,Technology,Information Technology Services,0.6470588235294118,17
2941,LDTC,Technology,Software—Application,0.3333333333333333,3
2942,LDWY,Communication Services,Advertising Agencies,0.53125,32
2943,LE,Consumer Cyclical,Apparel Retail,0.6,10
2944,LEA,Consumer Cyclical,Auto Parts,0.5,14
2945,LECO,Industrials,Tools & Accessories,0.5666666666666667,30
2946,LEDS,Technology,Semiconductors,0.46153846153846156,13
2947,LEE,Communication Services,Publishing,0.5454545454545454,44
2948,LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.6363636363636364,44
2949,LEGH,Consumer Cyclical,Residential Construction,0.6,5
2950,LEGT,Financial Services,Shell Companies,,0
2951,LEN,Consumer Cyclical,Residential Construction,0.6590909090909091,44
2952,LENZ,Healthcare,Biotechnology,1.0,2
2953,LEO,Financial Services,Asset Management,0.4722222222222222,36
2954,LESL,Consumer Cyclical,Specialty Retail,1.0,3
2955,LEU,Energy,Uranium,0.52,25
2956,LEV,Industrials,Farm & Heavy Construction Machinery,0.3333333333333333,3
2957,LEXX,Healthcare,Biotechnology,0.6666666666666666,3
2958,LFCR,Healthcare,Drug Manufacturers—Specialty & Generic,0.6071428571428571,28
2959,LFLY,Communication Services,Internet Content & Information,0.5,4
2960,LFMD,Healthcare,Health Information Services,0.5,16
2961,LFMDP,Healthcare,Health Information Services,0.5,2
2962,LFST,Healthcare,Medical Care Facilities,0.5,2
2963,LFT,Real Estate,REIT—Mortgage,0.6363636363636364,11
2964,LFUS,Technology,Electronic Components,0.6451612903225806,31
2965,LFWD,Healthcare,Medical Devices,0.4444444444444444,9
2966,LGCB,Consumer Cyclical,Internet Retail,,0
2967,LGCL,Technology,Software—Application,,0
2968,LGHL,Financial Services,Capital Markets,0.5,4
2969,LGI,Financial Services,Asset Management,0.75,20
2970,LGIH,Consumer Cyclical,Residential Construction,0.4,10
2971,LGMK,Healthcare,Health Information Services,0.6,10
2972,LGND,Healthcare,Biotechnology,0.6451612903225806,31
2973,LGO,Basic Materials,Other Industrial Metals & Mining,0.42857142857142855,14
2974,LGVN,Healthcare,Biotechnology,0.6666666666666666,3
2975,LH,Healthcare,Diagnostics & Research,0.5882352941176471,34
2976,LHX,Industrials,Aerospace & Defense,0.5952380952380952,42
2977,LI,Consumer Cyclical,Auto Manufacturers,0.3333333333333333,3
2978,LICN,Industrials,Specialty Business Services,1.0,1
2979,LICY,Industrials,Waste Management,0.3333333333333333,3
2980,LIFW,Healthcare,Health Information Services,1.0,3
2981,LII,Industrials,Building Products & Equipment,0.5833333333333334,24
2982,LILA,Communication Services,Telecom Services,0.625,8
2983,LILAK,Communication Services,Telecom Services,0.625,8
2984,LILM,Industrials,Aerospace & Defense,0.0,3
2985,LIN,Basic Materials,Specialty Chemicals,0.6774193548387096,31
2986,LINC,Consumer Defensive,Education & Training Services,0.5555555555555556,18
2987,LIND,Consumer Cyclical,Travel Services,0.6,10
2988,LINK,Technology,Electronic Components,0.4090909090909091,22
2989,LION,,,0.5,2
2990,LIPO,Healthcare,Biotechnology,1.0,1
2991,LIQT,Industrials,Pollution & Treatment Controls,0.25,12
2992,LITB,Consumer Cyclical,Internet Retail,0.7,10
2993,LITE,Technology,Communication Equipment,0.375,8
2994,LITM,Basic Materials,Other Industrial Metals & Mining,1.0,2
2995,LIVE,Consumer Cyclical,Home Improvement Retail,0.8181818181818182,22
2996,LIVN,Healthcare,Medical Devices,0.5,8
2997,LKCO,Technology,Software—Application,0.6,5
2998,LKFN,Financial Services,Banks—Regional,0.38461538461538464,26
2999,LKQ,Consumer Cyclical,Auto Parts,0.5,20
3000,LLAP,Industrials,Aerospace & Defense,0.6666666666666666,3
3001,LLY,Healthcare,Drug Manufacturers—General,0.5686274509803921,51
3002,LLYVA,Communication Services,Entertainment,,0
3003,LLYVK,Communication Services,Entertainment,,0
3004,LMAT,Healthcare,Medical Instruments & Supplies,0.47058823529411764,17
3005,LMB,Industrials,Building Products & Equipment,0.5555555555555556,9
3006,LMND,Financial Services,Insurance—Property & Casualty,0.3333333333333333,3
3007,LMNR,Consumer Defensive,Farm Products,0.5,20
3008,LMT,Industrials,Aerospace & Defense,0.5531914893617021,47
3009,LNC,Financial Services,Insurance—Life,0.5454545454545454,44
3010,LND,Consumer Defensive,Farm Products,0.5454545454545454,11
3011,LNG,Energy,Oil & Gas Midstream,0.6666666666666666,30
3012,LNKB,Financial Services,Banks—Regional,1.0,1
3013,LNN,Industrials,Farm & Heavy Construction Machinery,0.45714285714285713,35
3014,LNT,Utilities,Utilities—Regulated Electric,0.5294117647058824,51
3015,LNTH,Healthcare,Drug Manufacturers—Specialty & Generic,0.625,8
3016,LNW,Consumer Cyclical,Gambling,0.6153846153846154,39
3017,LNZA,Industrials,Waste Management,0.0,2
3018,LOAN,Real Estate,REIT—Mortgage,0.5833333333333334,24
3019,LOAR,Industrials,Aerospace & Defense,,0
3020,LOB,Financial Services,Banks—Regional,0.375,8
3021,LOBO,Consumer Cyclical,Auto Manufacturers,,0
3022,LOCL,Consumer Defensive,Farm Products,0.3333333333333333,3
3023,LODE,Basic Materials,Other Precious Metals & Mining,0.6923076923076923,13
3024,LOGC,Consumer Cyclical,Internet Retail,0.3333333333333333,3
3025,LOGI,Technology,Computer Hardware,0.48148148148148145,27
3026,LOMA,Basic Materials,Building Materials,0.6666666666666666,6
3027,LOOP,Basic Materials,Specialty Chemicals,0.5,6
3028,LOPE,Consumer Defensive,Education & Training Services,0.6666666666666666,15
3029,LOT,Consumer Cyclical,Auto Manufacturers,0.5,2
3030,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.8,5
3031,LOW,Consumer Cyclical,Home Improvement Retail,0.6136363636363636,44
3032,LPCN,Healthcare,Biotechnology,0.6,10
3033,LPG,Energy,Oil & Gas Midstream,0.4444444444444444,9
3034,LPL,Technology,Consumer Electronics,0.6842105263157895,19
3035,LPLA,Financial Services,Capital Markets,0.6923076923076923,13
3036,LPRO,Financial Services,Credit Services,0.5,6
3037,LPSN,Technology,Software—Application,0.2916666666666667,24
3038,LPTH,Technology,Electronic Components,0.35714285714285715,28
3039,LPX,Industrials,Building Products & Equipment,0.75,44
3040,LQDA,Healthcare,Biotechnology,0.8,5
3041,LQDT,Consumer Cyclical,Internet Retail,0.5,18
3042,LQR,Consumer Defensive,Beverages—Wineries & Distilleries,,0
3043,LRCX,Technology,Semiconductor Equipment & Materials,0.5897435897435898,39
3044,LRE,Real Estate,Real Estate—Development,,0
3045,LRFC,Financial Services,Asset Management,0.7,10
3046,LRHC,Real Estate,Real Estate Services,,0
3047,LRMR,Healthcare,Biotechnology,0.6666666666666666,9
3048,LSAK,Technology,Software—Infrastructure,0.52,25
3049,LSB,Healthcare,Biotechnology,0.5,2
3050,LSBK,Financial Services,Banks—Regional,0.5555555555555556,18
3051,LSCC,Technology,Semiconductors,0.7058823529411765,34
3052,LSEA,Real Estate,Real Estate—Development,0.4,5
3053,LSF,Consumer Defensive,Packaged Foods,0.3333333333333333,3
3054,LSPD,Technology,Software—Application,0.3333333333333333,3
3055,LSTA,Healthcare,Biotechnology,0.48,25
3056,LTBR,Industrials,Electrical Equipment & Parts,0.6842105263157895,19
3057,LTC,Real Estate,REIT—Healthcare Facilities,0.3870967741935484,31
3058,LTH,Consumer Cyclical,Leisure,1.0,2
3059,LTRN,Healthcare,Biotechnology,0.6666666666666666,3
3060,LTRX,Technology,Communication Equipment,0.6086956521739131,23
3061,LTRY,Consumer Cyclical,Gambling,,0
3062,LU,Financial Services,Credit Services,1.0,3
3063,LUCD,Healthcare,Medical Devices,0.0,2
3064,LULU,Consumer Cyclical,Apparel Retail,0.5625,16
3065,LUMN,Communication Services,Telecom Services,0.5,44
3066,LUMO,Healthcare,Biotechnology,0.3333333333333333,12
3067,LUNA,Technology,Scientific & Technical Instruments,0.5294117647058824,17
3068,LUNG,Healthcare,Medical Devices,0.6666666666666666,3
3069,LUNR,Industrials,Aerospace & Defense,0.5,2
3070,LUV,Industrials,Airlines,0.6363636363636364,44
3071,LUXH,Consumer Cyclical,Lodging,0.0,1
3072,LUXHP,Consumer Cyclical,Lodging,,0
3073,LVO,Communication Services,Entertainment,0.8333333333333334,6
3074,LVRO,Basic Materials,Agricultural Inputs,0.5,2
3075,LVS,Consumer Cyclical,Resorts & Casinos,0.5789473684210527,19
3076,LVTX,Healthcare,Biotechnology,0.3333333333333333,3
3077,LVWR,Consumer Cyclical,Auto Manufacturers,0.6666666666666666,3
3078,LW,Consumer Defensive,Packaged Foods,0.5714285714285714,7
3079,LWAY,Consumer Defensive,Packaged Foods,0.45714285714285713,35
3080,LWLG,Basic Materials,Specialty Chemicals,0.47058823529411764,17
3081,LX,Financial Services,Credit Services,0.6666666666666666,6
3082,LXEO,Healthcare,Biotechnology,,0
3083,LXFR,Industrials,Specialty Industrial Machinery,0.7272727272727273,11
3084,LXP,Real Estate,REIT—Industrial,0.6,30
3085,LXRX,Healthcare,Biotechnology,0.4166666666666667,24
3086,LXU,Basic Materials,Chemicals,0.6136363636363636,44
3087,LYB,Basic Materials,Specialty Chemicals,0.6428571428571429,14
3088,LYEL,Healthcare,Biotechnology,0.5,2
3089,LYFT,Technology,Software—Application,0.8,5
3090,LYRA,Healthcare,Biotechnology,0.6666666666666666,3
3091,LYT,Technology,Software—Application,1.0,1
3092,LYTS,Technology,Electronic Components,0.5384615384615384,39
3093,LYV,Communication Services,Entertainment,0.3333333333333333,18
3094,LZ,Industrials,Specialty Business Services,1.0,2
3095,LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.6666666666666666,51
3096,LZM,Basic Materials,Other Industrial Metals & Mining,1.0,2
3097,M,Consumer Cyclical,Department Stores,0.625,32
3098,MA,Financial Services,Credit Services,0.5882352941176471,17
3099,MAC,Real Estate,REIT—Retail,0.6,30
3100,MAG,Basic Materials,Silver,0.7058823529411765,17
3101,MAIA,Healthcare,Biotechnology,1.0,1
3102,MAIN,Financial Services,Asset Management,0.625,16
3103,MAMA,Consumer Defensive,Packaged Foods,1.0,2
3104,MAMO,Consumer Cyclical,Recreational Vehicles,,0
3105,MANH,Technology,Software—Application,0.5,26
3106,MANU,Communication Services,Entertainment,0.45454545454545453,11
3107,MAPS,Technology,Software—Application,0.5,4
3108,MAR,Consumer Cyclical,Lodging,0.6538461538461539,26
3109,MARA,Financial Services,Capital Markets,0.6363636363636364,11
3110,MARPS,Energy,Oil & Gas Midstream,0.36363636363636365,44
3111,MARX,Financial Services,Shell Companies,0.0,1
3112,MARXU,Financial Services,Shell Companies,0.0,1
3113,MAS,Industrials,Building Products & Equipment,0.6136363636363636,44
3114,MASS,Healthcare,Medical Devices,0.0,3
3115,MAT,Consumer Cyclical,Leisure,0.44680851063829785,47
3116,MATH,Financial Services,Capital Markets,0.3333333333333333,6
3117,MATV,Basic Materials,Specialty Chemicals,0.4642857142857143,28
3118,MATW,Industrials,Conglomerates,0.4827586206896552,29
3119,MATX,Industrials,Marine Shipping,0.6,50
3120,MAV,Financial Services,Asset Management,0.6,20
3121,MAX,Communication Services,Internet Content & Information,0.6666666666666666,3
3122,MAXN,Technology,Solar,0.6666666666666666,3
3123,MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.0,1
3124,MBCN,Financial Services,Banks—Regional,0.5714285714285714,21
3125,MBI,Financial Services,Insurance—Specialty,0.5277777777777778,36
3126,MBIN,Financial Services,Banks—Regional,0.6666666666666666,6
3127,MBINM,Financial Services,Banks—Regional,1.0,1
3128,MBINN,Financial Services,Banks—Regional,0.3333333333333333,3
3129,MBINO,Financial Services,Banks—Regional,0.5,4
3130,MBLY,Consumer Cyclical,Auto Parts,0.0,1
3131,MBNKP,Financial Services,Banks—Regional,0.5,4
3132,MBOT,Healthcare,Medical Instruments & Supplies,0.46875,32
3133,MBRX,Healthcare,Biotechnology,0.7142857142857143,7
3134,MBUU,Consumer Cyclical,Recreational Vehicles,0.6,10
3135,MBWM,Financial Services,Banks—Regional,0.4583333333333333,24
3136,MC,Financial Services,Capital Markets,0.5,10
3137,MCAA,Financial Services,Shell Companies,0.5,2
3138,MCAG,Financial Services,Shell Companies,0.5,2
3139,MCAGU,Financial Services,Shell Companies,0.5,2
3140,MCB,Financial Services,Banks—Regional,0.5,6
3141,MCBS,Financial Services,Banks—Regional,0.0,4
3142,MCD,Consumer Cyclical,Restaurants,0.5087719298245614,57
3143,MCFT,Consumer Cyclical,Recreational Vehicles,0.5,8
3144,MCHP,Technology,Semiconductors,0.5806451612903226,31
3145,MCHX,Communication Services,Advertising Agencies,0.55,20
3146,MCI,Financial Services,Asset Management,0.5,44
3147,MCN,Financial Services,Asset Management,0.5789473684210527,19
3148,MCO,Financial Services,Financial Data & Stock Exchanges,0.6206896551724138,29
3149,MCR,Financial Services,Asset Management,0.5882352941176471,34
3150,MCRB,Healthcare,Biotechnology,0.625,8
3151,MCRI,Consumer Cyclical,Resorts & Casinos,0.5666666666666667,30
3152,MCS,Communication Services,Entertainment,0.4772727272727273,44
3153,MCVT,Financial Services,Credit Services,0.5714285714285714,14
3154,MCW,Consumer Cyclical,Auto & Truck Dealerships,1.0,2
3155,MCY,Financial Services,Insurance—Property & Casualty,0.5526315789473685,38
3156,MDAI,Healthcare,Medical Devices,1.0,3
3157,MDB,Technology,Software—Infrastructure,0.3333333333333333,6
3158,MDBH,Financial Services,Capital Markets,,0
3159,MDGL,Healthcare,Biotechnology,0.5294117647058824,17
3160,MDIA,Communication Services,Broadcasting,0.75,4
3161,MDJH,Real Estate,Real Estate Services,0.4,5
3162,MDLZ,Consumer Defensive,Confectioners,0.5454545454545454,22
3163,MDRR,Real Estate,REIT—Diversified,0.4,5
3164,MDRRP,Real Estate,REIT—Diversified,0.25,4
3165,MDU,Industrials,Conglomerates,0.5882352941176471,51
3166,MDV,Real Estate,REIT—Industrial,0.5,2
3167,MDWD,Healthcare,Biotechnology,0.6,10
3168,MDXG,Healthcare,Biotechnology,0.4375,16
3169,MDXH,Healthcare,Diagnostics & Research,0.5,2
3170,ME,Healthcare,Diagnostics & Research,0.3333333333333333,3
3171,MEC,Industrials,Metal Fabrication,0.5,4
3172,MED,Consumer Cyclical,Personal Services,0.5,30
3173,MEG,Industrials,Waste Management,0.3333333333333333,3
3174,MEGI,,,1.0,2
3175,MEGL,Financial Services,Capital Markets,1.0,1
3176,MEI,Technology,Electronic Components,0.6341463414634146,41
3177,MEIP,Healthcare,Biotechnology,0.55,20
3178,MELI,Consumer Cyclical,Internet Retail,0.75,16
3179,MEOH,Basic Materials,Chemicals,0.5806451612903226,31
3180,MERC,Basic Materials,Paper & Paper Products,0.5428571428571428,35
3181,MESO,Healthcare,Biotechnology,0.5714285714285714,14
3182,MET,Financial Services,Insurance—Life,0.5833333333333334,24
3183,META,Communication Services,Internet Content & Information,0.45454545454545453,11
3184,METC,Basic Materials,Coking Coal,0.42857142857142855,7
3185,METCB,Basic Materials,Coking Coal,,0
3186,METCL,,,0.5,2
3187,MFAN,,,,0
3188,MFAO,,,,0
3189,MFC,Financial Services,Insurance—Life,0.625,24
3190,MFG,Financial Services,Banks—Regional,0.5882352941176471,17
3191,MFH,Financial Services,Capital Markets,0.6666666666666666,9
3192,MFI,Technology,Software—Application,,0
3193,MFIC,Financial Services,Asset Management,0.55,20
3194,MFM,Financial Services,Asset Management,0.5675675675675675,37
3195,MG,Industrials,Security & Protection Services,0.5714285714285714,14
3196,MGA,Consumer Cyclical,Auto Parts,0.5897435897435898,39
3197,MGEE,Utilities,Utilities—Regulated Electric,0.4318181818181818,44
3198,MGF,Financial Services,Asset Management,0.4166666666666667,36
3199,MGIC,Technology,Information Technology Services,0.625,32
3200,MGIH,Consumer Cyclical,Packaging & Containers,1.0,1
3201,MGLD,Financial Services,Asset Management,1.0,2
3202,MGM,Consumer Cyclical,Resorts & Casinos,0.6285714285714286,35
3203,MGNX,Healthcare,Biotechnology,0.6,10
3204,MGOL,Communication Services,Advertising Agencies,1.0,1
3205,MGPI,Consumer Defensive,Beverages—Wineries & Distilleries,0.6285714285714286,35
3206,MGR,,,0.4,5
3207,MGRB,,,0.6666666666666666,3
3208,MGRC,Industrials,Rental & Leasing Services,0.5641025641025641,39
3209,MGRD,,,1.0,2
3210,MGRE,,,,0
3211,MGRM,Healthcare,Medical Devices,,0
3212,MGTX,Healthcare,Biotechnology,0.8,5
3213,MGX,Healthcare,Biotechnology,,0
3214,MGY,Energy,Oil & Gas E&P,0.3333333333333333,6
3215,MGYR,Financial Services,Banks—Regional,0.6666666666666666,18
3216,MHD,Financial Services,Asset Management,0.5769230769230769,26
3217,MHF,Financial Services,Asset Management,0.5714285714285714,35
3218,MHH,Industrials,Staffing & Employment Services,0.4,15
3219,MHI,Financial Services,Asset Management,0.45,20
3220,MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.65625,32
3221,MHLD,Financial Services,Insurance—Reinsurance,0.4666666666666667,15
3222,MHN,Financial Services,Asset Management,0.46153846153846156,26
3223,MHNC,,,0.4,10
3224,MHO,Consumer Cyclical,Residential Construction,0.6666666666666666,30
3225,MHUA,Healthcare,Medical Instruments & Supplies,0.0,2
3226,MI,Consumer Cyclical,Internet Retail,1.0,8
3227,MIDD,Industrials,Specialty Industrial Machinery,0.5833333333333334,36
3228,MIGI,Financial Services,Capital Markets,0.6666666666666666,12
3229,MIN,Financial Services,Asset Management,0.5833333333333334,36
3230,MIO,,,1.0,2
3231,MIR,Industrials,Specialty Industrial Machinery,0.6666666666666666,3
3232,MIRA,Healthcare,Drug Manufacturers—General,,0
3233,MIRM,Healthcare,Biotechnology,0.75,4
3234,MIST,Healthcare,Biotechnology,0.25,4
3235,MITA,Financial Services,Shell Companies,0.5,2
3236,MITAU,Financial Services,Shell Companies,1.0,2
3237,MITK,Technology,Software—Application,0.42857142857142855,35
3238,MITN,,,,0
3239,MITQ,Technology,Communication Equipment,0.0,2
